"","V1"
"1337","Sophocles"
"1338","Plutarch"
"1339","Aeschylus"
"1340","Herodotus"
"1341","Polybius"
"1342","Thucydides"
"1343","Iliad"
"1344","Plutarch"
"1345","Plutarch"
"1346","DiodorusSic"
"1347","Athenaeus"
"1348","DiodorusSic"
"1349","Aeschylus"
"1350","Iliad"
"1351","Polybius"
"1352","Plutarch"
"1353","Polybius"
"1354","Sophocles"
"1355","Odyssey"
"1356","Aeschylus"
"1357","Herodotus"
"1358","Athenaeus"
"1359","Sophocles"
"1360","Herodotus"
"1361","Odyssey"
"1362","Iliad"
"1363","Polybius"
"1364","Iliad"
"1365","Sophocles"
"1366","Iliad"
"1367","Polybius"
"1368","Iliad"
"1369","DiodorusSic"
"1370","Plutarch"
"1371","Herodotus"
"1372","Aeschylus"
"1373","DiodorusSic"
"1374","Aeschylus"
"1375","Iliad"
"1376","Athenaeus"
"1377","Plutarch"
"1378","Iliad"
"1379","Sophocles"
"1380","Aeschylus"
"1381","Athenaeus"
"1382","Aeschylus"
"1383","Sophocles"
"1384","Herodotus"
"1385","Aeschylus"
"1386","Sophocles"
"1387","Hesiod"
"1388","Athenaeus"
"1389","DiodorusSic"
"1390","DiodorusSic"
"1391","Thucydides"
"1392","Athenaeus"
"1393","Herodotus"
"1394","Polybius"
"1395","Odyssey"
"1396","Aeschylus"
"1397","Hesiod"
"1398","Polybius"
"1399","Athenaeus"
"1400","Hesiod"
"1401","Sophocles"
"1402","Athenaeus"
"1403","Athenaeus"
"1404","Iliad"
"1405","DiodorusSic"
"1406","Thucydides"
"1407","Polybius"
"1408","Herodotus"
"1409","Iliad"
"1410","Iliad"
"1411","Plutarch"
"1412","DiodorusSic"
"1413","DiodorusSic"
"1414","Aeschylus"
"1415","Sophocles"
"1416","Odyssey"
"1417","Odyssey"
"1418","Sophocles"
"1419","Herodotus"
"1420","Iliad"
"1421","Sophocles"
"1422","Polybius"
"1423","Thucydides"
"1424","Iliad"
"1425","Iliad"
"1426","DiodorusSic"
"1427","Odyssey"
"1428","Iliad"
"1429","Athenaeus"
"1430","Athenaeus"
"1431","DiodorusSic"
"1432","Herodotus"
"1433","DiodorusSic"
"1434","Herodotus"
"1435","DiodorusSic"
"1436","Plutarch"
"1437","Odyssey"
"1438","Iliad"
"1439","Polybius"
"1440","DiodorusSic"
"1441","Iliad"
"1442","Iliad"
"1443","Iliad"
"1444","Aeschylus"
"1445","Iliad"
"1446","Sophocles"
"1447","Sophocles"
"1448","Odyssey"
"1449","Herodotus"
"1450","Thucydides"
"1451","Thucydides"
"1452","DiodorusSic"
"1453","Odyssey"
"1454","Polybius"
"1455","Plutarch"
"1456","Odyssey"
"1457","DiodorusSic"
"1458","DiodorusSic"
"1459","Polybius"
"1460","Athenaeus"
"1461","Aeschylus"
"1462","Odyssey"
"1463","Sophocles"
"1464","Odyssey"
"1465","Athenaeus"
"1466","Odyssey"
"1467","Thucydides"
"1468","Plutarch"
"1469","Aeschylus"
"1470","Athenaeus"
"1471","Odyssey"
"1472","Thucydides"
"1473","Herodotus"
"1474","Odyssey"
"1475","Plutarch"
"1476","Plutarch"
"1477","Herodotus"
"1478","Polybius"
"1479","Iliad"
"1480","Polybius"
"1481","Iliad"
"1482","Polybius"
"1483","Hesiod"
"1484","Iliad"
"1485","Odyssey"
"1486","Aeschylus"
"1487","Iliad"
"1488","Thucydides"
"1489","Iliad"
"1490","Herodotus"
"1491","Polybius"
"1492","Herodotus"
"1493","Iliad"
"1494","Polybius"
"1495","Athenaeus"
"1496","Sophocles"
"1497","Athenaeus"
"1498","Iliad"
"1499","Herodotus"
"1500","Thucydides"
"1501","Athenaeus"
"1502","Herodotus"
"1503","DiodorusSic"
"1504","Hesiod"
"1505","Thucydides"
"1506","Aeschylus"
"1507","Sophocles"
"1508","Herodotus"
"1509","Iliad"
"1510","Odyssey"
"1511","Sophocles"
"1512","Iliad"
"1513","Herodotus"
"1514","Athenaeus"
"1515","Sophocles"
"1516","Athenaeus"
"1517","Iliad"
"1518","Athenaeus"
"1519","Sophocles"
"1520","Iliad"
"1521","Polybius"
"1522","Aeschylus"
"1523","Odyssey"
"1524","Plutarch"
"1525","Polybius"
"1526","Plutarch"
"1527","Thucydides"
"1528","Polybius"
"1529","Iliad"
"1530","Herodotus"
"1531","Aeschylus"
"1532","Aeschylus"
"1533","Odyssey"
"1534","Aeschylus"
"1535","Iliad"
"1536","Athenaeus"
"1537","Odyssey"
"1538","Thucydides"
"1539","Iliad"
"1540","Sophocles"
"1541","Hesiod"
"1542","Herodotus"
"1543","Iliad"
"1544","Aeschylus"
"1545","Hesiod"
"1546","Sophocles"
"1547","Iliad"
"1548","DiodorusSic"
"1549","Plutarch"
"1550","Sophocles"
"1551","Hesiod"
"1552","Odyssey"
"1553","Aeschylus"
"1554","Iliad"
"1555","DiodorusSic"
"1556","Odyssey"
"1557","Athenaeus"
"1558","Iliad"
"1559","Herodotus"
"1560","Iliad"
"1561","Odyssey"
"1562","DiodorusSic"
"1563","Iliad"
"1564","Odyssey"
"1565","Odyssey"
"1566","Iliad"
"1567","DiodorusSic"
"1568","Herodotus"
"1569","Hesiod"
"1570","Sophocles"
"1571","Herodotus"
"1572","Thucydides"
"1573","Herodotus"
"1574","Iliad"
"1575","Odyssey"
"1576","Athenaeus"
"1577","Polybius"
"1578","Iliad"
"1579","DiodorusSic"
"1580","Thucydides"
"1581","Athenaeus"
"1582","Odyssey"
"1583","DiodorusSic"
"1584","Aeschylus"
"1585","Athenaeus"
"1586","Iliad"
"1587","Sophocles"
"1588","Thucydides"
"1589","Athenaeus"
"1590","Polybius"
"1591","Herodotus"
"1592","Aeschylus"
"1593","Athenaeus"
"1594","Hesiod"
"1595","Aeschylus"
"1596","Herodotus"
"1597","Polybius"
"1598","Athenaeus"
"1599","Odyssey"
"1600","Polybius"
"1601","Iliad"
"1602","Thucydides"
"1603","Iliad"
"1604","Plutarch"
"1605","DiodorusSic"
"1606","Odyssey"
"1607","Sophocles"
"1608","Herodotus"
"1609","Herodotus"
"1610","Thucydides"
"1611","Athenaeus"
"1612","Thucydides"
"1613","Plutarch"
"1614","DiodorusSic"
"1615","Odyssey"
"1616","Plutarch"
"1617","Iliad"
"1618","DiodorusSic"
"1619","DiodorusSic"
"1620","Polybius"
"1621","Aeschylus"
"1622","Aeschylus"
"1623","Sophocles"
"1624","Odyssey"
"1625","Aeschylus"
"1626","Iliad"
"1627","Polybius"
"1628","Iliad"
"1629","Odyssey"
"1630","Iliad"
"1631","Odyssey"
"1632","DiodorusSic"
"1633","Iliad"
"1634","Aeschylus"
"1635","Polybius"
"1636","Thucydides"
"1637","Iliad"
"1638","Athenaeus"
"1639","DiodorusSic"
"1640","Odyssey"
"1641","Athenaeus"
"1642","Herodotus"
"1643","Athenaeus"
"1644","Iliad"
"1645","Athenaeus"
"1646","Plutarch"
"1647","Odyssey"
"1648","Athenaeus"
"1649","Iliad"
"1650","Plutarch"
"1651","Herodotus"
"1652","Polybius"
"1653","Odyssey"
"1654","Thucydides"
"1655","Iliad"
"1656","Athenaeus"
"1657","Herodotus"
"1658","Iliad"
"1659","Herodotus"
"1660","Athenaeus"
"1661","Thucydides"
"1662","Odyssey"
"1663","Hesiod"
"1664","Aeschylus"
"1665","Iliad"
"1666","Athenaeus"
"1667","Athenaeus"
"1668","Odyssey"
"1669","Iliad"
"1670","Sophocles"
"1671","Odyssey"
"1672","Athenaeus"
"1673","Odyssey"
"1674","DiodorusSic"
"1675","Hesiod"
"1676","Herodotus"
"1677","Aeschylus"
"1678","Aeschylus"
"1679","Odyssey"
"1680","Iliad"
"1681","Athenaeus"
"1682","DiodorusSic"
"1683","Herodotus"
"1684","Herodotus"
"1685","Aeschylus"
"1686","Iliad"
"1687","Odyssey"
"1688","Thucydides"
"1689","DiodorusSic"
"1690","Polybius"
"1691","Plutarch"
"1692","Aeschylus"
"1693","Sophocles"
"1694","Athenaeus"
"1695","Athenaeus"
"1696","DiodorusSic"
"1697","Iliad"
"1698","Athenaeus"
"1699","Athenaeus"
"1700","Iliad"
"1701","Athenaeus"
"1702","Herodotus"
"1703","Thucydides"
"1704","Aeschylus"
"1705","Iliad"
"1706","Iliad"
"1707","Iliad"
"1708","Aeschylus"
"1709","Thucydides"
"1710","Plutarch"
"1711","Polybius"
"1712","Polybius"
"1713","Aeschylus"
"1714","Polybius"
"1715","Thucydides"
"1716","Odyssey"
"1717","Athenaeus"
"1718","Athenaeus"
"1719","DiodorusSic"
"1720","Odyssey"
"1721","Sophocles"
"1722","Thucydides"
"1723","DiodorusSic"
"1724","DiodorusSic"
"1725","Athenaeus"
"1726","DiodorusSic"
"1727","Polybius"
"1728","DiodorusSic"
"1729","Polybius"
"1730","Odyssey"
"1731","DiodorusSic"
"1732","Odyssey"
"1733","Aeschylus"
"1734","Thucydides"
"1735","DiodorusSic"
"1736","Aeschylus"
"1737","Herodotus"
"1738","Polybius"
"1739","Plutarch"
"1740","Sophocles"
"1741","Aeschylus"
"1742","Aeschylus"
"1743","Aeschylus"
"1744","Athenaeus"
"1745","Iliad"
"1746","Thucydides"
"1747","Sophocles"
"1748","Hesiod"
"1749","Sophocles"
"1750","Odyssey"
"1751","Sophocles"
"1752","Herodotus"
"1753","Herodotus"
"1754","Athenaeus"
"1755","DiodorusSic"
"1756","Athenaeus"
"1757","Thucydides"
"1758","Athenaeus"
"1759","Iliad"
"1760","Odyssey"
"1761","Athenaeus"
"1762","Polybius"
"1763","Odyssey"
"1764","Iliad"
"1765","Athenaeus"
"1766","Aeschylus"
"1767","Polybius"
"1768","Iliad"
"1769","Odyssey"
"1770","DiodorusSic"
"1771","Thucydides"
"1772","Polybius"
"1773","Iliad"
"1774","Thucydides"
"1775","Thucydides"
"1776","Thucydides"
"1777","Sophocles"
"1778","DiodorusSic"
"1779","Plutarch"
"1780","Iliad"
"1781","Herodotus"
"1782","Thucydides"
"1783","Plutarch"
"1784","Iliad"
"1785","DiodorusSic"
"1786","Aeschylus"
"1787","Sophocles"
"1788","Athenaeus"
"1789","Herodotus"
"1790","Odyssey"
"1791","Odyssey"
"1792","Odyssey"
"1793","Athenaeus"
"1794","Sophocles"
"1795","Herodotus"
"1796","Iliad"
"1797","Aeschylus"
"1798","Sophocles"
"1799","Herodotus"
"1800","Hesiod"
"1801","Polybius"
"1802","Sophocles"
"1803","Herodotus"
"1804","Polybius"
"1805","Athenaeus"
"1806","Athenaeus"
"1807","DiodorusSic"
"1808","Plutarch"
"1809","Thucydides"
"1810","Iliad"
"1811","Aeschylus"
"1812","Iliad"
"1813","Plutarch"
"1814","Hesiod"
"1815","Hesiod"
"1816","DiodorusSic"
"1817","Odyssey"
"1818","Odyssey"
"1819","Odyssey"
"1820","DiodorusSic"
"1821","Aeschylus"
"1822","Iliad"
"1823","Athenaeus"
"1824","Polybius"
"1825","Sophocles"
"1826","Plutarch"
"1827","Odyssey"
"1828","Odyssey"
"1829","Thucydides"
"1830","Iliad"
"1831","DiodorusSic"
"1832","Iliad"
"1833","Sophocles"
"1834","Sophocles"
"1835","Iliad"
"1836","Plutarch"
"1837","Thucydides"
"1838","DiodorusSic"
"1839","Athenaeus"
"1840","Aeschylus"
"1841","Herodotus"
"1842","Aeschylus"
"1843","Herodotus"
"1844","Odyssey"
"1845","Iliad"
"1846","Aeschylus"
"1847","Thucydides"
"1848","Athenaeus"
"1849","Athenaeus"
"1850","Sophocles"
"1851","DiodorusSic"
"1852","Sophocles"
"1853","Iliad"
"1854","Iliad"
"1855","Polybius"
"1856","Odyssey"
"1857","Aeschylus"
"1858","DiodorusSic"
"1859","Iliad"
"1860","Herodotus"
"1861","Odyssey"
"1862","Sophocles"
"1863","Aeschylus"
"1864","Herodotus"
"1865","Polybius"
"1866","Plutarch"
"1867","Athenaeus"
"1868","DiodorusSic"
"1869","DiodorusSic"
"1870","Plutarch"
"1871","Thucydides"
"1872","Aeschylus"
"1873","Aeschylus"
"1874","Odyssey"
"1875","Sophocles"
"1876","Sophocles"
"1877","Herodotus"
"1878","Sophocles"
"1879","Aeschylus"
"1880","Polybius"
"1881","Iliad"
"1882","Iliad"
"1883","Odyssey"
"1884","Polybius"
"1885","Athenaeus"
"1886","DiodorusSic"
"1887","Herodotus"
"1888","Aeschylus"
"1889","Iliad"
"1890","DiodorusSic"
"1891","Athenaeus"
"1892","Sophocles"
"1893","DiodorusSic"
"1894","Polybius"
"1895","DiodorusSic"
"1896","Aeschylus"
"1897","Iliad"
"1898","Polybius"
"1899","Polybius"
"1900","Herodotus"
"1901","DiodorusSic"
"1902","Herodotus"
"1903","Odyssey"
"1904","Odyssey"
"1905","Odyssey"
"1906","Sophocles"
"1907","Odyssey"
"1908","Thucydides"
"1909","Aeschylus"
"1910","Herodotus"
"1911","Thucydides"
"1912","Sophocles"
"1913","DiodorusSic"
"1914","Plutarch"
"1915","Polybius"
"1916","Odyssey"
"1917","DiodorusSic"
"1918","Hesiod"
"1919","Herodotus"
"1920","Athenaeus"
"1921","Iliad"
"1922","Iliad"
"1923","Athenaeus"
"1924","Iliad"
"1925","Hesiod"
"1926","Aeschylus"
"1927","Herodotus"
"1928","Iliad"
"1929","DiodorusSic"
"1930","Odyssey"
"1931","Aeschylus"
"1932","Sophocles"
"1933","Athenaeus"
"1934","Sophocles"
"1935","Sophocles"
"1936","Sophocles"
"1937","Sophocles"
"1938","Polybius"
"1939","Polybius"
"1940","Polybius"
"1941","Sophocles"
"1942","Aeschylus"
"1943","Polybius"
"1944","Odyssey"
"1945","Athenaeus"
"1946","Odyssey"
"1947","Herodotus"
"1948","Thucydides"
"1949","Plutarch"
"1950","Odyssey"
"1951","Iliad"
"1952","Herodotus"
"1953","Athenaeus"
"1954","Plutarch"
"1955","DiodorusSic"
"1956","Sophocles"
"1957","Aeschylus"
"1958","Odyssey"
"1959","Polybius"
"1960","Aeschylus"
"1961","Thucydides"
"1962","Athenaeus"
"1963","DiodorusSic"
"1964","Hesiod"
"1965","Odyssey"
"1966","Polybius"
"1967","Odyssey"
"1968","Odyssey"
"1969","Sophocles"
"1970","Iliad"
"1971","Odyssey"
"1972","Odyssey"
"1973","Odyssey"
"1974","Odyssey"
"1975","Thucydides"
"1976","Athenaeus"
"1977","Aeschylus"
"1978","Odyssey"
"1979","Herodotus"
"1980","Aeschylus"
"1981","Thucydides"
"1982","Athenaeus"
"1983","DiodorusSic"
"1984","Hesiod"
"1985","Plutarch"
"1986","Polybius"
"1987","DiodorusSic"
"1988","Aeschylus"
"1989","Aeschylus"
"1990","Athenaeus"
"1991","Odyssey"
"1992","DiodorusSic"
"1993","DiodorusSic"
"1994","DiodorusSic"
"1995","DiodorusSic"
"1996","Iliad"
"1997","Thucydides"
"1998","Sophocles"
"1999","DiodorusSic"
"2000","Athenaeus"
"2001","Thucydides"
"2002","DiodorusSic"
"2003","Polybius"
"2004","Athenaeus"
"2005","Polybius"
"2006","Thucydides"
"2007","Aeschylus"
"2008","Iliad"
"2009","Athenaeus"
"2010","Herodotus"
"2011","Thucydides"
"2012","Athenaeus"
"2013","Iliad"
"2014","Herodotus"
"2015","Thucydides"
"2016","Iliad"
"2017","Odyssey"
"2018","Thucydides"
"2019","Iliad"
"2020","Odyssey"
"2021","DiodorusSic"
"2022","Odyssey"
"2023","Iliad"
"2024","Odyssey"
"2025","Athenaeus"
"2026","Iliad"
"2027","Aeschylus"
"2028","Aeschylus"
"2029","DiodorusSic"
"2030","Thucydides"
"2031","Athenaeus"
"2032","Thucydides"
"2033","Iliad"
"2034","DiodorusSic"
"2035","Athenaeus"
"2036","Iliad"
"2037","Odyssey"
"2038","Polybius"
"2039","Iliad"
"2040","Polybius"
"2041","Iliad"
"2042","Hesiod"
"2043","Thucydides"
"2044","Athenaeus"
"2045","Iliad"
"2046","Polybius"
"2047","Herodotus"
"2048","Aeschylus"
"2049","Aeschylus"
"2050","Thucydides"
"2051","Iliad"
"2052","Plutarch"
"2053","Herodotus"
"2054","Athenaeus"
"2055","Polybius"
"2056","Sophocles"
"2057","Aeschylus"
"2058","Herodotus"
"2059","Hesiod"
"2060","Athenaeus"
"2061","DiodorusSic"
"2062","Aeschylus"
"2063","DiodorusSic"
"2064","Plutarch"
"2065","Sophocles"
"2066","Athenaeus"
"2067","Athenaeus"
"2068","Iliad"
"2069","Sophocles"
"2070","Herodotus"
"2071","Thucydides"
"2072","Polybius"
"2073","Polybius"
"2074","Plutarch"
"2075","Athenaeus"
"2076","Polybius"
"2077","Polybius"
"2078","Iliad"
"2079","DiodorusSic"
"2080","Hesiod"
"2081","Hesiod"
"2082","Odyssey"
"2083","Odyssey"
"2084","Athenaeus"
"2085","Polybius"
"2086","Thucydides"
"2087","Athenaeus"
"2088","Herodotus"
"2089","Iliad"
"2090","Iliad"
"2091","Odyssey"
"2092","Aeschylus"
"2093","Thucydides"
"2094","Iliad"
"2095","Herodotus"
"2096","Odyssey"
"2097","Iliad"
"2098","Athenaeus"
"2099","Aeschylus"
"2100","DiodorusSic"
"2101","Athenaeus"
"2102","Odyssey"
"2103","Athenaeus"
"2104","Iliad"
"2105","Thucydides"
"2106","DiodorusSic"
"2107","Aeschylus"
"2108","Iliad"
"2109","Odyssey"
"2110","DiodorusSic"
"2111","Herodotus"
"2112","Thucydides"
"2113","Thucydides"
"2114","Aeschylus"
"2115","DiodorusSic"
"2116","Athenaeus"
"2117","Polybius"
"2118","Sophocles"
"2119","Polybius"
"2120","Iliad"
"2121","Herodotus"
"2122","DiodorusSic"
"2123","Iliad"
"2124","Herodotus"
"2125","Iliad"
"2126","Aeschylus"
"2127","Polybius"
"2128","Odyssey"
"2129","Aeschylus"
"2130","Iliad"
"2131","Athenaeus"
"2132","Odyssey"
"2133","Athenaeus"
"2134","Sophocles"
"2135","Herodotus"
"2136","Thucydides"
"2137","Thucydides"
"2138","Thucydides"
"2139","Athenaeus"
"2140","Aeschylus"
"2141","DiodorusSic"
"2142","DiodorusSic"
"2143","Sophocles"
"2144","Thucydides"
"2145","Aeschylus"
"2146","Aeschylus"
"2147","Plutarch"
"2148","Aeschylus"
"2149","Iliad"
"2150","Polybius"
"2151","Iliad"
"2152","Aeschylus"
"2153","Sophocles"
"2154","DiodorusSic"
"2155","Odyssey"
"2156","Herodotus"
"2157","Athenaeus"
"2158","Iliad"
"2159","Iliad"
"2160","Thucydides"
"2161","Iliad"
"2162","Athenaeus"
"2163","Thucydides"
"2164","Thucydides"
"2165","Aeschylus"
"2166","Hesiod"
"2167","Aeschylus"
"2168","Aeschylus"
"2169","Polybius"
"2170","Plutarch"
"2171","Iliad"
"2172","Odyssey"
"2173","Plutarch"
"2174","Athenaeus"
"2175","Polybius"
"2176","Aeschylus"
"2177","Sophocles"
"2178","Herodotus"
"2179","Sophocles"
"2180","DiodorusSic"
"2181","Odyssey"
"2182","Herodotus"
"2183","Odyssey"
"2184","Herodotus"
"2185","Iliad"
"2186","Plutarch"
"2187","Thucydides"
"2188","Plutarch"
"2189","Sophocles"
"2190","Odyssey"
"2191","DiodorusSic"
"2192","Athenaeus"
"2193","DiodorusSic"
"2194","Herodotus"
"2195","Aeschylus"
"2196","Hesiod"
"2197","Thucydides"
"2198","Polybius"
"2199","Iliad"
"2200","Athenaeus"
"2201","Odyssey"
"2202","DiodorusSic"
"2203","Athenaeus"
"2204","Odyssey"
"2205","Aeschylus"
"2206","Athenaeus"
"2207","Herodotus"
"2208","Herodotus"
"2209","Athenaeus"
"2210","Hesiod"
"2211","Iliad"
"2212","Iliad"
"2213","DiodorusSic"
"2214","Aeschylus"
"2215","Thucydides"
"2216","Thucydides"
"2217","Sophocles"
"2218","Thucydides"
"2219","Herodotus"
"2220","DiodorusSic"
"2221","Athenaeus"
"2222","Hesiod"
"2223","DiodorusSic"
"2224","Odyssey"
"2225","Thucydides"
"2226","DiodorusSic"
"2227","Polybius"
"2228","Athenaeus"
"2229","Sophocles"
"2230","Herodotus"
"2231","Herodotus"
"2232","Plutarch"
"2233","Odyssey"
"2234","Herodotus"
"2235","Herodotus"
"2236","Aeschylus"
"2237","Plutarch"
"2238","Polybius"
"2239","Thucydides"
"2240","Iliad"
"2241","Polybius"
"2242","Aeschylus"
"2243","Herodotus"
"2244","Polybius"
"2245","Thucydides"
"2246","Iliad"
"2247","Sophocles"
"2248","Sophocles"
"2249","Iliad"
"2250","Herodotus"
"2251","Athenaeus"
"2252","Athenaeus"
"2253","Plutarch"
"2254","Athenaeus"
"2255","Herodotus"
"2256","Athenaeus"
"2257","Hesiod"
"2258","Odyssey"
"2259","Aeschylus"
"2260","Sophocles"
"2261","Iliad"
"2262","Sophocles"
"2263","Athenaeus"
"2264","Odyssey"
"2265","DiodorusSic"
"2266","Sophocles"
"2267","Polybius"
"2268","Odyssey"
"2269","DiodorusSic"
"2270","Athenaeus"
"2271","Sophocles"
"2272","Iliad"
"2273","Aeschylus"
"2274","Polybius"
"2275","Athenaeus"
"2276","Athenaeus"
"2277","DiodorusSic"
"2278","Herodotus"
"2279","Iliad"
"2280","Herodotus"
"2281","Aeschylus"
"2282","Iliad"
"2283","Odyssey"
"2284","Sophocles"
"2285","DiodorusSic"
"2286","Herodotus"
"2287","Athenaeus"
"2288","Thucydides"
"2289","Athenaeus"
"2290","Thucydides"
"2291","Polybius"
"2292","Plutarch"
"2293","Iliad"
"2294","Athenaeus"
"2295","DiodorusSic"
"2296","Iliad"
"2297","Herodotus"
"2298","Aeschylus"
"2299","Odyssey"
"2300","DiodorusSic"
"2301","Herodotus"
"2302","Odyssey"
"2303","Iliad"
"2304","Iliad"
"2305","DiodorusSic"
"2306","Thucydides"
"2307","Iliad"
"2308","Polybius"
"2309","Athenaeus"
"2310","Herodotus"
"2311","Aeschylus"
"2312","Odyssey"
"2313","Athenaeus"
"2314","Athenaeus"
"2315","Herodotus"
"2316","Sophocles"
"2317","Odyssey"
"2318","Athenaeus"
"2319","Aeschylus"
"2320","Polybius"
"2321","Sophocles"
"2322","Herodotus"
"2323","Herodotus"
"2324","Aeschylus"
"2325","Aeschylus"
"2326","Iliad"
"2327","Herodotus"
"2328","Athenaeus"
"2329","Iliad"
"2330","Polybius"
"2331","Aeschylus"
"2332","Athenaeus"
"2333","Odyssey"
"2334","Odyssey"
"2335","Aeschylus"
"2336","DiodorusSic"
"2337","Sophocles"
"2338","Herodotus"
"2339","DiodorusSic"
"2340","Plutarch"
"2341","Plutarch"
"2342","Iliad"
"2343","DiodorusSic"
"2344","Odyssey"
"2345","Athenaeus"
"2346","Athenaeus"
"2347","Odyssey"
"2348","Herodotus"
"2349","Hesiod"
"2350","Athenaeus"
"2351","Polybius"
"2352","Aeschylus"
"2353","Polybius"
"2354","Thucydides"
"2355","Odyssey"
"2356","Thucydides"
"2357","Plutarch"
"2358","Iliad"
"2359","DiodorusSic"
"2360","Athenaeus"
"2361","Odyssey"
"2362","Sophocles"
"2363","Iliad"
"2364","Hesiod"
"2365","DiodorusSic"
"2366","Thucydides"
"2367","Odyssey"
"2368","Polybius"
"2369","Iliad"
"2370","Iliad"
"2371","Herodotus"
"2372","DiodorusSic"
"2373","Herodotus"
"2374","Athenaeus"
"2375","Polybius"
"2376","Iliad"
"2377","Athenaeus"
"2378","Iliad"
"2379","Sophocles"
"2380","Odyssey"
"2381","Herodotus"
"2382","Aeschylus"
"2383","Athenaeus"
"2384","Thucydides"
"2385","Odyssey"
"2386","Thucydides"
"2387","Aeschylus"
"2388","Athenaeus"
"2389","DiodorusSic"
"2390","Polybius"
"2391","Herodotus"
"2392","Odyssey"
"2393","Odyssey"
"2394","Athenaeus"
"2395","Hesiod"
"2396","Plutarch"
"2397","Odyssey"
"2398","Herodotus"
"2399","Iliad"
"2400","Aeschylus"
